Relatos,Relatos_Traduzidos
"Minha expectativa quanto ao ensino remoto é que tenhamos um bom desempenho e consigamos sancionar todas nossas duvidas e tudo mais. Sempre contando com a ajuda dos professores e coordenadores e eles entendam que estamos passando por um momento difícil de aulas remotas o que dificulta o aprendizado.
E também muitas vezes diante de tantas mortes, afeta o nosso psicológico ate na hora de estudar.","My expectation regarding remote education is that we have a good performance and we can sanction all our doubts and everything.Always counting on the help of teachers and coordinators and they understand that we are going through a difficult time remote lessons which makes learning difficult.
And also often in the face of so many deaths, affects our psychological until at the time of studying."
Eu acho que as aulas presencial tem como tirar dúvidas de forma mais fácil facilitando a aprendizagem.,I think the classroom classes can ask questions easier to make learning easier.
"Vejo o ensino remoto como alternativa para a situação que estamos vivendo, embora o ensino presencial seja mais eficaz é necessário aderir ao ensino remoto e aproveita-lo da melhor maneira possível.","I see remote education as an alternative to the situation we are living, although face-to-face teaching is more effective to adhere to remote education and take advantage of it in the best possible way."
"Confesso que fiquei bem apreensiva ensino remoto, que aliás, ainda estou. Eu, além de não ter muita aptidão em internet, já fazem 25 que estudei, então já é mais uma grande dificuldade.
Se fossem aulas presenciais, seria muito melhor, pois estaríamos tendo e preocupada quanto ao 
o suporte necessário para um aprendizado com mais qualidade.
Então, espero que os nossos professores tenham uma enorme paciência para conosco nessa fase tão difícil, e claro, cabem a nós alunos fazermos a nossa parte.
","I confess that I was well apprehensive remote teaching, which, in fact, I am still.I, besides not having much aptitude on the internet, already do 25 that I studied, so it is more great difficulty.
If they were face-to-face, it would be much better because we would be and worried about the
The support needed for more quality learning.
So I hope our teachers have a huge patience for us at this difficult phase, and of course, they fit our students to do our part."
"O ensino médio remoto é um ótimo meio para trocar informações e conteúdos para aprendizagem não existindo contato física, mas não supera das aulas presenciais, pelo fato das aulas práticas, é mais fácil de absorve conhecimento.","Remote High School is a great way to exchange information and content for learning by not existing physical contact, but it does not surpass face-to-face lessons, because practical classes, is easier to absorb knowledge."
"Espero que as aulas continuem ótimas como estão e que os professores transmitam todos os ensinamentos necessários. No mais, estou gostando da forma como está sendo trabalhado os conteúdos e que continuem assim!","I hope classes continue to be great as they are and that teachers convey all the necessary teachings.No more, I'm liking the way the contents are being worked and continue like this!"
"Procuro manter minhas expectativas altas sobre o ensino a distância, mesmo com algumas dificuldades para ""pegar"" o assunto das aulas, eu reconheço que as aulas presenciais ainda não são uma opção no momento. Claro que as aulas presenciais são em muitos quesitos superiores ao EAD, por exemplo o ambiente de sala de aula e o entrosamento com colegas e professores ajudam muito em relação a educação. Em relação a atividades, tenho certas dificuldades mas procuro assistir vídeos aulas para complementar as explicações dos professores.","I try to keep my high expectations about distance learning, even with some difficulties to ""get"" the subject of classes, I recognize that face-to-face classes are still not an option at the moment.Of course face-to-face classes are in many exceedings to EAD, for example the classroom environment and the entry with colleagues and teachers help a lot in relation to education.In relation to activities, I have certain difficulties but I try to watch videos lessons to complement the explanations of the teachers."
"eu tenho muitas expetativas,  estou bastante ansiosa ....
mais vai dar tudo certo","I have many expectations, I'm pretty anxious ....
but it will be all right"
Bom como vai ser a minha primeira experiência em aula remota espero que seja boa e que eu tenha um bom desempenho nas disciplinas. Por tanto espero que volte as aulas presenciais mais rápido possível.,Good as it will be my first experience in remote class I hope it is good and that I have a good performance in the disciplines.Therefore I hope to return to face-to-face classes as fast as possible.
"Espero conseguir aprender bem, não sei se aprenderei com facilidade, porém, vou me esforçar para não ficar com matéria defasada.","I hope to learn well, I do not know if I will learn easily, but I will struggle not to have a short story."
To ancioso,To anchor
"Em relação ao ensino remoto eu posso dizer que já estou totalmente adaptada. Conclui recentemente o curso de Letras Ead pelo IFPB Campus Sousa, portanto , para mim a modalidade de ensino remoto não é novidade. É uma modalidade que exige muito do aluno, digo por experiência própria, apesar de ser um ensino a distância, o aluno precisa se programar para assistir as aulas e o mais importante o aluno precisa ter disciplina.","In relation to remote education I can say that I am already fully adapted.Recently concluded the course of Letters EAD by IFPB Campus Sousa, so for me the modality of remote teaching is not new.It is a mode that requires a lot of the student, I say from experience, despite being a distance learning, the student needs to schedule to watch classes and the most important student needs to have discipline."
"Espero que o ensino remoto seja eficiente para o aprendizado, pois sei que afetou a forma de ensino, porém o fato das aulas serem online deixou os alunos mais a vontade, acredito eu, pois, estão literalmente se sentindo em casa, sem contar que não é necessário compar ou alugar uma moradia para ter acesso ao transporte escolar(para alunos que moram em zona rural).","I hope that remote education is efficient for learning, because I know that it affected the form of teaching, but the fact that classes are online left students more at will, I believe, therefore, are literally feeling at home, not to mention thatIt is necessary to compare or rent a villa to have access to school transport (for students living in a rural area)."
"Bem, nos dias de hoje o ensino remoto se tornou algo bem vantajoso onde podemos aprender e continuar os estudos, além de ter um cuidado com a nossa saúde, evitando assim aglomeração.","Well, in today's remote education has become a very advantageous where we can learn and continue the studies, as well as taking care of our health, thus avoiding agglomeration."
"Entendo que o ensino remoto é desafiador tanto para o aluno quanto para o professor. O aluno terá que ter uma maior disciplina em termos de verificação e organização da própria agenda das aulas, para não perder aulas síncronas, e o professor em em proporcionar o entendimento dos conteúdos em aula síncronas e assíncronas.","I understand that remote teaching is challenging both the student and the teacher.The student will have to have a greater discipline in terms of verification and organization of the classbook itself, not to lose synchronous classes, and the teacher in providing the understanding of synchronous and asynchronous contents."
"O ensino remoto é algo novo para mim, pois exige toda uma nova adaptação as formas de estudo. Muito mais complexo os ",Remote teaching is something new for me as it requires a whole new adaptation the forms of study.Much more complex
